Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count,Is Open Access,Open Access License,Open Access Colour
096-946-803-488-311,"CEBPB, C19MC, and Defective Autophagy Drive Novel Podosomal Belt to Macropinocytosis Transition, Lipid Accumulation, and HBV A-to-I RNA-editing",2025-10-31,2025,preprint,,,,,Goodwin G. Jinesh; Nino Mtchedlidze; Varsha Devarapalli; Santanu Adhikary; John H. Lockhart; Marco Napoli; Isha Isha; Michelle Reiser; Ling Cen; Xiaoxian Liu; Sean J. Yoder; Tania Mesa; Elsa R. Flores; Andrew S. Brohl,,,,,,,,,,,https://www.researchsquare.com/article/rs-6805130/latest.pdf https://doi.org/10.21203/rs.3.rs-6805130/v1,https://www.researchsquare.com/article/rs-6805130/latest.pdf,,,,,0,,0,true,cc-by,gold
097-079-007-374-608,Cancer to cancer.,,1958,journal article,Guy's Hospital reports,00175889,,England,J Dobbing,,107,1,60,65,CA15-3; Cancer; Internal medicine; Oncology; MEDLINE; Bronchial neoplasm; Epidemiology of cancer; Medicine,BRONCHI/neoplasms; KIDNEYS/neoplasms,Bronchi; Bronchial Neoplasms; Humans; Kidney Neoplasms; Neoplasms,,,https://pubmed.ncbi.nlm.nih.gov/13524722/ https://www.ncbi.nlm.nih.gov/pubmed/13524722,https://www.ncbi.nlm.nih.gov/pubmed/13524722,13524722,,2398192498,,0,,27,false,,
097-325-467-086-683,HGFK1 Enhances the Anti-Tumor Effects of Angiogenesis Inhibitors via Inhibition of CD90+ CSCs in Hepatocellular Carcinoma.,2024-05-16,2024,journal article,"Pharmaceuticals (Basel, Switzerland)",14248247,Multidisciplinary Digital Publishing Institute (MDPI),Switzerland,Tao Li; Ling Liu; Li Li; Xiaoxuan Yao; Xiaoyuan Hu; Jiaxing Cheng; Zhenpu Chen; Jiyin Guo; Ruilei Li; Chunlei Ge; Marie Chia-Mi Lin; Hong Yao,"The combination of anti-angiogenesis agents with immune-checkpoint inhibitors is a promising treatment for patients with advanced hepatocellular carcinoma (HCC); however, therapeutic resistance caused by cancer stem cells present in tumor microenvironments remains to be overcome. In this study, we report for the first time that the Kringle 1 domain of human hepatocyte growth-factor α chain (HGFK1), a previously described anti-angiogenesis peptide, repressed the sub-population of CD90+ cancer stem cells (CSCs) and promoted their differentiation and chemotherapy sensitivity mainly through downregulation of pre-Met protein expression and inhibition of Wnt/β-catenin and Notch pathways. Furthermore, we showed that the i.p. injection of PH1 (a tumor-targeted and biodegradable co-polymer), medicated plasmids encoding Endostatin (pEndo), HGFK1 genes (pEndo), and a combination of 50% pEndo + 50% pHGFK1 all significantly suppressed tumor growth and prolonged the survival of the HCC-bearing mice. Importantly, the combined treatment produced a potent synergistic effect, with 25% of the mice showing the complete clearance of the tumor via a reduction in the microvessel density (MVD) and the number of CD90+ CSCs in the tumor tissues. These results suggest for the first time that HGFK1 inhibits the CSCs of HCC. Furthermore, the combination of two broad-spectrum anti-angiogenic factors, Endo and HGFK1, is the optimal strategy for the development of effective anti-HCC drugs.",17,5,645,645,Cancer research; Angiogenesis; Cancer stem cell; Hepatocellular carcinoma; CD90; Medicine; Wnt signaling pathway; Endostatin; Cancer; Stem cell; Chemistry; Biology; Internal medicine; Signal transduction; CD34; Biochemistry; Genetics,CD90+ cancer stem cells (CSCs); HGFK1; chemotherapy drug cisplatin (CDDP); hepatocellular carcinoma (HCC); nanoparticles,,,"the National Natural Science Foundation of China (82350117, 82160476, 32360046, 82260462, 82204314); the Joint Special Funds for the Department of Science and Technology of Yunnan Province‑Kunming Medical University (202001AY070001-074); Prof. Guo Jun Expert Workstation in Yunnan Province (202105AF150038); the Fundamental Research Project of Yunnan Provincial Department of Science and Technology (202301AT070129); the Scientific Research Fund project of the YunNan Education Department (2023Y0655)",https://www.mdpi.com/1424-8247/17/5/645/pdf?version=1715865155 https://doi.org/10.3390/ph17050645 https://pmc.ncbi.nlm.nih.gov/articles/PMC11125149/pdf/pharmaceuticals-17-00645.pdf https://www.ncbi.nlm.nih.gov/pmc/articles/11125149,http://dx.doi.org/10.3390/ph17050645,38794215,10.3390/ph17050645,,PMC11125149,0,001-301-728-553-747; 001-510-674-822-673; 002-096-702-619-679; 002-422-237-410-132; 004-202-939-606-031; 006-082-553-751-104; 021-212-543-060-111; 021-218-863-214-308; 021-777-207-255-137; 025-330-312-566-468; 030-429-859-588-709; 032-679-199-978-414; 042-341-549-931-814; 044-314-831-769-311; 045-698-108-911-843; 048-786-383-548-144; 050-094-319-853-413; 054-319-424-751-435; 066-661-987-131-263; 079-656-721-149-031; 079-981-736-782-912; 083-516-739-700-67X; 100-863-287-408-205; 112-378-500-274-661; 113-975-024-361-730; 116-429-383-195-552; 124-876-353-094-827; 148-618-392-917-346; 162-149-224-619-823; 192-814-784-162-468,1,true,cc-by,gold
097-556-760-478-617,Editor's Note: Multiple Injections of Electroporated Autologous T Cells Expressing a Chimeric Antigen Receptor Mediate Regression of Human Disseminated Tumor.,2024-11-04,2024,journal article,Cancer research,15387445; 00085472,American Association for Cancer Research (AACR),United States,Yangbing Zhao; Edmund Moon; Carmine Carpenito; Chrystal M Paulos; Xiaojun Liu; Andrea L Brennan; Anne Chew; Richard G Carroll; John Scholler; Bruce L Levine; Steven M Albelda; Carl H June,,84,21,3702,3702,Chimeric antigen receptor; Antigen; Receptor; Cancer research; Electroporation; Medicine; Immunology; Cancer; Biology; Internal medicine; Immunotherapy; Gene; Genetics,,,,,https://aacrjournals.org/cancerres/article-pdf/84/21/3702/3511099/can-24-2930.pdf https://doi.org/10.1158/0008-5472.can-24-2930,http://dx.doi.org/10.1158/0008-5472.can-24-2930,39492678,10.1158/0008-5472.can-24-2930,,,0,029-212-096-490-267,0,true,,bronze
098-223-727-735-600,ASO Visual Abstract: Recent Advances in Diagnosing and Treating Post-prostatectomy Urinary Incontinence,2024-09-26,2024,journal article,Annals of Surgical Oncology,10689265; 15344681,Springer Science and Business Media LLC,United States,Yunlong Li; YingMing Xiao; Zhengang Shen; ShengKe Yang; Zeng Li; Hong Liao; Shukui Zhou,,31,13,9006,9006,Medicine; Surgical oncology; Urology; Urinary incontinence; Prostatectomy; Gynecology; General surgery; Internal medicine; Prostate cancer; Cancer,,,,,https://link.springer.com/content/pdf/10.1245/s10434-024-16229-1.pdf http://dx.doi.org/10.1245/s10434-024-16229-1,http://dx.doi.org/10.1245/s10434-024-16229-1,,10.1245/s10434-024-16229-1,,,0,,0,true,,bronze
098-560-733-281-438,Retraction: Differential Effects of VEGFR-1 and VEGFR-2 Inhibition on Tumor Metastases Based on Host Organ Environment.,2024-10-15,2024,journal article,Cancer research,15387445; 00085472,American Association for Cancer Research (AACR),United States,Yoon-Jin Lee; Daniel L Karl; Ugwuji N Maduekwe; Courtney Rothrock; Sandra Ryeom; Patricia A D'Amore; Sam S Yoon,,84,20,3490,3490,VEGF receptors; Host (biology); Cancer research; Differential (mechanical device); Medicine; Biology; Pathology; Ecology; Engineering; Aerospace engineering,,,,,https://aacrjournals.org/cancerres/article-pdf/84/20/3490/3506983/can-24-3248.pdf https://doi.org/10.1158/0008-5472.can-24-3248 https://pmc.ncbi.nlm.nih.gov/articles/PMC11577321/pdf/nihms-2036116.pdf https://www.ncbi.nlm.nih.gov/pmc/articles/11577321,http://dx.doi.org/10.1158/0008-5472.can-24-3248,39402992,10.1158/0008-5472.can-24-3248,,PMC11577321,0,002-554-445-805-846,1,true,,bronze
098-781-489-158-25X,A Case of Pancreatic Cancer with Ascites -another diagnostic enigma-,1992-03-01,1992,,,,,,Hideyuki Wakasugi; Hiroaki Ishikawa; Daisuke Yasuda; Jun Nagano; Seo Y; Akihiro Funakoshi; Yukio Yamada; Masaki Yokota; Takashi Baba; Tomoyuki Nobe; Haruo Iguchi; Itsurou Hayashi; Yasaburou Katsuda,,46,3,225,230,Internal medicine; Pancreatic cancer; Ascites; Medicine; Gastroenterology,,,,,https://kyushu-u.pure.elsevier.com/en/publications/a-case-of-pancreatic-cancer-with-ascites-another-diagnostic-enigm,https://kyushu-u.pure.elsevier.com/en/publications/a-case-of-pancreatic-cancer-with-ascites-another-diagnostic-enigm,,,2887736478,,0,,1,false,,
099-802-287-276-035,"Phase I trial of gefitinib (ZD1839) in combination with concurrent carboplatin, paclitaxel and radiation therapy in patients with stage III non-small cell lung cancer.",2004-07-15,2004,journal article,Journal of Clinical Oncology,0732183x; 15277755,American Society of Clinical Oncology (ASCO),United States,Danny Rischin; Bryan Burmeister; Paul Mitchell; Michael Boyer; Michael MacManus; Euan Walpole; M. Feigen; M. M. Tin; D. Ball,"7077 Background: Gefitinib (‘Iressa’, ZD1839) enhances tumor radioresponsiveness in preclinical studies, and is approved as monotherapy in non-small-cell lung cancer (NSCLC). The aim was to establi...",22,14,7077,7077,Internal medicine; Oncology; Lung cancer; Gefitinib; Carboplatin/paclitaxel; Stage III Non-Small Cell Lung Cancer; In patient; Radiation therapy; Medicine,,,,,https://espace.library.uq.edu.au/view/UQ:304486 https://ascopubs.org/doi/10.1200/jco.2004.22.90140.7077 https://core.ac.uk/display/15164191,http://dx.doi.org/10.1200/jco.2004.22.90140.7077,,10.1200/jco.2004.22.90140.7077,165992630,,0,,27,false,,
099-848-388-802-317,ANALYSIS OF COMPLICATIONS OF UPPER GASTROINTESTINAL ENDOSCOPY AT AN INSTITUTION FOR CANCER DETECTION,2005-02-20,2005,journal article,Acta Gastro-enterologica Belgica,00015644,Universa Press,Belgium,Shigemitsu Aida; Yutaka Konno; Katsuaki Kato; Takenobu Shimada; Daisuke Shibuya,,47,2,169,175,Surgery; Cancer detection; Upper gastrointestinal endoscopy; General surgery; Medicine,,,,,https://jlc.jst.go.jp/DN/JALC/00248211329 https://www.jstage.jst.go.jp/article/gee1973b/47/2/47_2_169/_article/-char/ja/,https://jlc.jst.go.jp/DN/JALC/00248211329,,,2596749582,,0,,0,false,,
099-874-890-894-56X,Journal of Integrative Oncology,2019-04-03,2019,journal,,23296771,OMICS Publishing Group,,,"Carcinogenesis,Tumor, Oncogenes, oncology, chemotherapy, integrative medicine, gynecology oncology open access, open access journals, Ca-A Cancer Journal for Clinicians, Nature Reviews Cancer, Cancer Cell, Lancet Oncology, The Journal of Clinical Oncology, Journal of the National Cancer Institute, Cancer Research, Nature Reviews Clinical Oncology, Clinical Cancer Research, Cancer Discovery, Annals of Oncology, Drug Resistance Updates, Cancer and Metastasis Reviews, Biochimica et Biophysica Acta - Reviews on Cancer, Breast Cancer Research, Neuro-Oncology, Molecular Cancer Therapeutics, Cancer, Journal of Thoracic Oncology, Cancer Treatment Reviews, Cancer Epidemiology Biomarkers and Prevention, Advances in Cancer Research, Oncologist, Molecular Cancer Research, Gastric Cancer, Blood Reviews, British Journal of Cancer, European Journal of Cancer, International Journal of Cancer, Radiotherapy and Oncology, International Journal of Radiation Oncology Biology Physics, Journal of Mammary Gland Biology and Neoplasia, Oncotarget, Molecular Cancer, Cancer Prevention Research, Journal of the National Comprehensive Cancer Network : JNCCN, Breast Cancer Research and Treatment, Current Opinion in HIV and AIDS, Endocrine-Related Cancer, Cancer Letters, Pigment Cell and Melanoma Research, Annals of Surgical Oncology, Journal of Cancer Survivorship, Cancer Microenvironment, Seminars in Radiation Oncology, Clinical and Experimental Metastasis, Gynecologic Oncology, Critical Reviews in Oncology/Hematology, Cancer Journal, Cancer Immunology and Immunotherapy.",,,,,Medicine; Omics; Medical physics; Bioinformatics; Internal medicine; Oncology; Computational biology; Biology,,,,,https://www.hilarispublisher.com/open-access/editorial-note-on-journal-of-integrative-oncology.pdf https://doi.org/10.4172/2329-6771,http://dx.doi.org/10.4172/2329-6771,,10.4172/2329-6771,,,0,,0,true,other-oa,hybrid
100-159-601-912-049,1. Clinical validation of plasma whole genome sequencing for detection of minimal residual disease from solid tumours,,2023,journal article,Cancer Genetics,22107762; 22107770,Elsevier BV,Netherlands,Felix Beaudry; Lubaina Kothari; Savo Lazic; Kristie Ng; Sharanjit Singh; Theodore Chan; Faridah Mbabaali; Andrea Bevan; Samy Danial; Sarah Donald; Austin Devries; Alexander Fortuna; Iain Bancarz; Ilinca lungu; Madhuran Thiagarajah; Jessica Miller; Carolyn Ptak; Bernard Lam; Morgan Taschuk; Trevor Pugh,,278-279,,1,1,Minimal residual disease; DNA extraction; DNA sequencing; Internal medicine; Computational biology; Biology; Medicine; Oncology; Gene; Genetics; Polymerase chain reaction; Leukemia,,,,,,http://dx.doi.org/10.1016/j.cancergen.2023.08.009,,10.1016/j.cancergen.2023.08.009,,,0,,1,false,,
100-234-202-015-794,Metabolomics Assisted by Transcriptomics Analysis to Reveal Metabolic Characteristics and Potential Biomarkers Associated with Treatment Response of Neoadjuvant Therapy with TCbHP Regime in HER2 Breast Cancer,2023-01-01,2023,preprint,,,Elsevier BV,,Ningning Zhang; Yuxin Huang; Guanwen Wang; Zhouhong Jing; Junjie Zeng; Feng Yu; Xianjun Pan; Wenqi Zhou; Xiaohua Zeng,,,,,,Breast cancer; Metabolomics; Transcriptome; Neoadjuvant therapy; Medicine; Computational biology; Oncology; Cancer; Internal medicine; Bioinformatics; Biology; Genetics; Gene; Gene expression,,,,,,http://dx.doi.org/10.2139/ssrn.4455271,,10.2139/ssrn.4455271,,,0,,0,true,,green
100-338-221-791-277,外国文献,,1982,journal article,Haigan,13489992; 03869628,Japan Lung Cancer Society,Japan,〇 Wehnera; 〇 Etal; Yuichi Sterling; B Iwaki; A Reitz; Bert Adenle; William Wong; Joseph Falor; R Paone; null Livingston,,22,2,199,201,Medicine; Gynecology,,,,,https://www.jstage.jst.go.jp/article/haigan1960/22/2/22_2_199/_pdf https://doi.org/10.2482/haigan.22.199,http://dx.doi.org/10.2482/haigan.22.199,,10.2482/haigan.22.199,,,0,,0,true,,gold
100-583-511-895-882,Retraction: Methylation Mediated Silencing of MicroRNA-1 Gene and Its Role in Hepatocellular Carcinogenesis.,2023-12-15,2023,journal article,Cancer research,15387445; 00085472,American Association for Cancer Research (AACR),United States,Jharna Datta; Huban Kutay; Mohd W Nasser; Gerard J Nuovo; Bo Wang; Sarmila Majumder; Chang-Gong Liu; Stefano Volinia; Carlo M Croce; Thomas D Schmittgen; Kalpana Ghoshal; Samson T Jacob,"In Fig. 5A, the Western blot bands showing FOXP1 and GAPDH expression in SK-Hep1 cells were also used to show FOXP1 and GAPDH expression in SNU-449 cells.",83,24,4181,4181,microRNA; Gene silencing; Western blot; TaqI; Hepatocellular carcinoma; Molecular biology; Biology; Cancer research; Gene; Genetics; Polymerase chain reaction; Restriction fragment length polymorphism,,,,,https://aacrjournals.org/cancerres/article-pdf/83/24/4181/3391013/4181.pdf https://doi.org/10.1158/0008-5472.can-23-2365 https://pmc.ncbi.nlm.nih.gov/articles/PMC10762719/pdf/nihms-1954907.pdf https://www.ncbi.nlm.nih.gov/pmc/articles/10762719,http://dx.doi.org/10.1158/0008-5472.can-23-2365,38098455,10.1158/0008-5472.can-23-2365,,PMC10762719,0,002-156-528-552-588,1,true,,bronze
100-814-040-752-353,"NCCN Guidelines® Insights: Testicular Cancer, Version 2.2025.",,2025,journal article,Journal of the National Comprehensive Cancer Network : JNCCN,15401413; 15401405,Cold Spring Publishing LLC,United States,Timothy Gilligan; Daniel W Lin; Nabil Adra; Aditya Bagrodia; Darren R Feldman; Kosj Yamoah; Rahul Aggarwal; Thenappan Chandrasekar; Daniel Costa; Alexandra Drakaki; Scott Eggener; Hamid Emamekhoo; Daniel M Geynisman; Laura Graham; Peter Humphrey; Harshraj Leuva; Ellis G Levine; Amy Luckenbaugh; Benjamin L Maughan; Bradley McGregor; Paul Monk; Joel Picus; Phillip Pierorazio; Soroush Rais-Bahrami; Zachery Reichert; Jean-Claude Rwigema; Philip Saylor; Ankeet Shah; Sumit Shah; Nirmish Singla; Kanishka Sircar; David VanderWeele; Ali Zhumkhawala; Sarah Montgomery; Bailee Sliker,"The NCCN Guidelines for Testicular Cancer provide recommendations for the multidisciplinary approach to the diagnostic workup, treatment, and follow-up for testicular germ cell tumors, including both seminoma and nonseminoma. These NCCN Guidelines Insights discuss the current treatment recommendations and supporting clinical data for seminomas as presented in Version 2.2025 of the NCCN Guidelines for Testicular Cancer.",23,4,,,Medicine; Testicular cancer; Seminoma; Multidisciplinary approach; Germ cell tumors; Cancer; Gynecology; Testicular Germ Cell Tumor; Oncology; Intensive care medicine; Internal medicine; Chemotherapy; Sociology; Social science,,"Humans; Testicular Neoplasms/therapy; Male; Neoplasms, Germ Cell and Embryonal/therapy; Seminoma/therapy; Medical Oncology/standards; Neoplasm Staging",,,https://jnccn.org/downloadpdf/view/journals/jnccn/23/4/article-e250018.pdf https://doi.org/10.6004/jnccn.2025.0018,http://dx.doi.org/10.6004/jnccn.2025.0018,40203876,10.6004/jnccn.2025.0018,,,0,,17,true,,bronze
